condition,replication,topic,conflict_type,word_count,num_turns,negative_words,positive_words,conflict_phrases,resolution_phrases,negativity_pct,positivity_pct,sentiment_ratio,sarah_negativity,david_negativity
destructive_chronic_mixed,60,hobbies,destructive,3546,32,77.0,41.0,13.0,3.0,2.0632368703108255,1.0986066452304395,-0.3050847457627119,2.047981275599766,2.0761245674740483
destructive_chronic_mixed,60,finances,destructive,6633,32,102.0,24.0,16.0,4.0,1.4771904417089066,0.34757422157856627,-0.6190476190476191,1.4812480302552788,1.4737406216505895
destructive_chronic_mixed,60,family gatherings,destructive,5196,30,116.0,52.0,15.0,3.0,2.097269933104321,0.9401554872536612,-0.38095238095238093,2.369281045751634,1.5599784830554062
destructive_chronic_mixed,60,in-laws,destructive,5623,34,123.0,61.0,13.0,3.0,2.065144392209537,1.0241773002014776,-0.33695652173913043,1.9783698232656293,2.2170900692840645
destructive_chronic_mixed,60,communication patterns,destructive,5460,36,119.0,41.0,15.0,3.0,2.077513966480447,0.715782122905028,-0.4875,2.379125095932464,1.8257527226137091
destructive_chronic_mixed,60,financial planning,destructive,2587,36,44.0,21.0,13.0,3.0,1.6224188790560472,0.7743362831858407,-0.35384615384615387,1.8912529550827424,1.386001386001386
destructive_chronic_mixed,60,exercise,destructive,6676,40,126.0,69.0,11.0,4.0,1.7841971112999149,0.9770603228547154,-0.2923076923076923,1.875,1.6853932584269662
destructive_chronic_mixed,60,friends,destructive,2440,32,35.0,21.0,9.0,1.0,1.3539651837524178,0.8123791102514507,-0.25,1.2204424103737606,1.4913657770800628
destructive_chronic_mixed,60,parenting decisions about Emma,destructive,7283,40,145.0,68.0,14.0,4.0,1.8792120269569728,0.8812856402280975,-0.3615023474178404,1.7352364959417856,2.0033791938209027
destructive_overheard,61,financial planning,destructive,2765,32,67.0,11.0,14.0,2.0,2.310344827586207,0.3793103448275862,-0.717948717948718,2.1373056994818653,2.5073746312684366
destructive_overheard,61,extracurricular activities,destructive,13218,40,316.0,56.0,16.0,3.0,2.2714203565267392,0.4025301897642324,-0.6989247311827957,2.335800185013876,2.242386316228619
destructive_overheard,61,sleep schedules,destructive,2720,34,42.0,33.0,12.0,2.0,1.4825273561595482,1.1648429226967878,-0.12,1.1280690112806901,1.885369532428356
destructive_overheard,61,holidays,destructive,3581,36,60.0,21.0,14.0,2.0,1.6124697661918839,0.5643644181671593,-0.48148148148148145,1.5888300433317286,1.6423357664233578
destructive_overheard,61,personal goals,destructive,7258,38,172.0,38.0,16.0,3.0,2.265542676501581,0.5005268703898841,-0.638095238095238,2.35861019528278,2.1649767059468346
destructive_overheard,61,discipline strategies,destructive,9881,30,152.0,87.0,13.0,4.0,1.4608361364728495,0.8361364728495916,-0.2719665271966527,1.3879250520471893,1.8192154633314381
destructive_overheard,61,personal habits,destructive,3212,32,69.0,22.0,14.0,1.0,2.045656685443226,0.6522383634746516,-0.5164835164835165,2.033701336432307,2.0581113801452786
destructive_overheard,61,cleaning responsibilities,destructive,4859,32,105.0,42.0,13.0,4.0,2.048380803745611,0.8193523214982443,-0.42857142857142855,2.367797947908445,1.7361111111111112
destructive_witnessed,61,friends,destructive,4577,36,83.0,27.0,13.0,3.0,1.751054852320675,0.569620253164557,-0.509090909090909,1.4245014245014245,2.012148823082764
destructive_witnessed,61,personal time,destructive,5347,40,82.0,52.0,15.0,4.0,1.4439161824264837,0.9156541644655749,-0.22388059701492538,1.660811242414564,1.1773940345368918
destructive_witnessed,61,parenting styles,destructive,4358,36,100.0,32.0,16.0,5.0,2.181976871045167,0.6982325987344534,-0.5151515151515151,2.3137121469887716,1.9464720194647203
